Time Slot,URL,Request Count,Target Avg Time,Response Avg Time,Status 200,Status 206,Status 301,Status 302,Status 304,Status 400,Status 401,Status 403,Status 404,Status 414,Status 460,Status 500,Status 502,Status 503,Status 504
13:25 - 13:30,/ICPC24ONLINE/client,32,0.08972457142857143,2.2857142857142856e-06,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13:25 - 13:30,/team/{id}/samples.zip,3,0.08972457142857143,2.2857142857142856e-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13:25 - 13:30,/style_domjudge.css,15,0.08972457142857143,2.2857142857142856e-06,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13:25 - 13:30,/js/domjudge.js,12,0.08972457142857143,2.2857142857142856e-06,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13:25 - 13:30,/team/submit/{id},8,0.08972457142857143,2.2857142857142856e-06,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13:25 - 13:30,/webfonts/fa-regular-400.woff2,9,0.08972457142857143,2.2857142857142856e-06,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13:25 - 13:30,/apple-touch-icon.png,1,0.08972457142857143,2.2857142857142856e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13:25 - 13:30,/apple-touch-icon-precomposed.png,1,0.08972457142857143,2.2857142857142856e-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13:25 - 13:30,/logout,4,0.08972457142857143,2.2857142857142856e-06,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
13:25 - 13:30,/team/team/{id},4,0.08972457142857143,2.2857142857142856e-06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13:25 - 13:30,/team/clarifications/{id},3,0.08972457142857143,2.2857142857142856e-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13:25 - 13:30,/public/{id}/samples.zip,3,0.08972457142857143,2.2857142857142856e-06,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13:25 - 13:30,/api/v4/contests/{id}/teams,1,0.08972457142857143,2.2857142857142856e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/,3,0.14866782006920415,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/public,69,0.14866782006920415,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/team/scoreboard,73,0.14866782006920415,0.0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/team,36,0.14866782006920415,0.0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/public/team/{id},8,0.14866782006920415,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/css/fontawesome-all.min.css,10,0.14866782006920415,0.0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/js/domjudge.js,8,0.14866782006920415,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/css/bootstrap.min.css,10,0.14866782006920415,0.0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/js/jquery.min.js,8,0.14866782006920415,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/js/bootstrap.bundle.min.js,8,0.14866782006920415,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/style_domjudge.css,9,0.14866782006920415,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/webfonts/fa-regular-400.woff2,9,0.14866782006920415,0.0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/webfonts/fa-solid-900.woff2,8,0.14866782006920415,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/flags/4x3/in.svg,8,0.14866782006920415,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/favicon.ico,2,0.14866782006920415,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/public/problems,1,0.14866782006920415,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/public/{id}/samples.zip,1,0.14866782006920415,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/login,7,0.14866782006920415,0.0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/team/clarifications/{id},1,0.14866782006920415,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/team/submission/{id},2,0.14866782006920415,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/public/problems/{id}/text,3,0.14866782006920415,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/team/problems/{id}/text,1,0.14866782006920415,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/team/submit/{id},1,0.14866782006920415,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/team/problems,1,0.14866782006920415,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/style_login.css,1,0.14866782006920415,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05:05 - 05:10,/images/DOMjudgelogo.svg,1,0.14866782006920415,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/team,378,0.07590276839972991,4.051316677920324e-06,377,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/public,199,0.07590276839972991,4.051316677920324e-06,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/team/scoreboard,133,0.07590276839972991,4.051316677920324e-06,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/public/change-contest/{id},12,0.07590276839972991,4.051316677920324e-06,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/style_domjudge.css,26,0.07590276839972991,4.051316677920324e-06,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/css/fontawesome-all.min.css,26,0.07590276839972991,4.051316677920324e-06,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/js/domjudge.js,25,0.07590276839972991,4.051316677920324e-06,12,0,0,0,13,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/js/bootstrap.bundle.min.js,26,0.07590276839972991,4.051316677920324e-06,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/css/bootstrap.min.css,26,0.07590276839972991,4.051316677920324e-06,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/js/jquery.min.js,26,0.07590276839972991,4.051316677920324e-06,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/webfonts/fa-solid-900.woff2,26,0.07590276839972991,4.051316677920324e-06,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/login,25,0.07590276839972991,4.051316677920324e-06,14,0,0,11,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/favicon.ico,27,0.07590276839972991,4.051316677920324e-06,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/team/problems,6,0.07590276839972991,4.051316677920324e-06,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/ICPC24ONLINE/Image_Balloons@2x.png,30,0.07590276839972991,4.051316677920324e-06,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/ICPC24ONLINE/gfg-new-logo.png,29,0.07590276839972991,4.051316677920324e-06,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/ICPC24ONLINE/cc-logo.svg,30,0.07590276839972991,4.051316677920324e-06,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/ICPC24ONLINE/style.css,29,0.07590276839972991,4.051316677920324e-06,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/ICPC24ONLINE/favicon.ico,30,0.07590276839972991,4.051316677920324e-06,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/public/problems,8,0.07590276839972991,4.051316677920324e-06,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/ICPC24ONLINE/blackpathway.png,28,0.07590276839972991,4.051316677920324e-06,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/ICPC24ONLINE/client,29,0.07590276839972991,4.051316677920324e-06,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/ICPC24ONLINE/newton-logo.png,29,0.07590276839972991,4.051316677920324e-06,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/ICPC24ONLINE/index.htm,39,0.07590276839972991,4.051316677920324e-06,31,0,0,0,8,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/flags/4x3/in.svg,10,0.07590276839972991,4.051316677920324e-06,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/webfonts/fa-regular-400.woff2,16,0.07590276839972991,4.051316677920324e-06,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/public/problems/{id}/text,7,0.07590276839972991,4.051316677920324e-06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/,30,0.07590276839972991,4.051316677920324e-06,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/logout,2,0.07590276839972991,4.051316677920324e-06,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/team/team/{id},2,0.07590276839972991,4.051316677920324e-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/jury/updates,95,0.07590276839972991,4.051316677920324e-06,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/style_login.css,6,0.07590276839972991,4.051316677920324e-06,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/images/DOMjudgelogo.svg,6,0.07590276839972991,4.051316677920324e-06,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/team/problems/{id}/text,19,0.07590276839972991,4.051316677920324e-06,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/public/{id}/samples.zip,2,0.07590276839972991,4.051316677920324e-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/team/submit,12,0.07590276839972991,4.051316677920324e-06,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/team/submit/{id},3,0.07590276839972991,4.051316677920324e-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/team/submission/{id},6,0.07590276839972991,4.051316677920324e-06,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/jury/teams/{id},11,0.07590276839972991,4.051316677920324e-06,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/team/clarifications/{id},2,0.07590276839972991,4.051316677920324e-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/jury/clarifications/send,2,0.07590276839972991,4.051316677920324e-06,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/jury/clarifications/{id},6,0.07590276839972991,4.051316677920324e-06,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/team/{id}/samples.zip,1,0.07590276839972991,4.051316677920324e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:05 - 11:10,/robots.txt,1,0.07590276839972991,4.051316677920324e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/team,413,0.06884934621944286,6.822057987492894e-06,409,0,0,4,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/team/scoreboard,128,0.06884934621944286,6.822057987492894e-06,127,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/public,184,0.06884934621944286,6.822057987492894e-06,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/login,54,0.06884934621944286,6.822057987492894e-06,30,0,0,22,0,0,2,0,0,0,0,0,0,0,0
11:10 - 11:15,/style_login.css,10,0.06884934621944286,6.822057987492894e-06,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/images/DOMjudgelogo.svg,10,0.06884934621944286,6.822057987492894e-06,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/public/change-contest/{id},8,0.06884934621944286,6.822057987492894e-06,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/public/problems/{id}/text,13,0.06884934621944286,6.822057987492894e-06,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/jury/updates,103,0.06884934621944286,6.822057987492894e-06,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/,43,0.06884934621944286,6.822057987492894e-06,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/style_domjudge.css,31,0.06884934621944286,6.822057987492894e-06,14,0,0,0,17,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/css/fontawesome-all.min.css,33,0.06884934621944286,6.822057987492894e-06,16,0,0,0,17,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/css/bootstrap.min.css,33,0.06884934621944286,6.822057987492894e-06,16,0,0,0,17,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/js/jquery.min.js,33,0.06884934621944286,6.822057987492894e-06,16,0,0,0,17,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/js/domjudge.js,31,0.06884934621944286,6.822057987492894e-06,14,0,0,0,17,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/js/bootstrap.bundle.min.js,33,0.06884934621944286,6.822057987492894e-06,16,0,0,0,17,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/webfonts/fa-solid-900.woff2,32,0.06884934621944286,6.822057987492894e-06,15,0,0,0,17,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/ICPC24ONLINE/index.htm,44,0.06884934621944286,6.822057987492894e-06,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/ICPC24ONLINE/client,42,0.06884934621944286,6.822057987492894e-06,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/ICPC24ONLINE/favicon.ico,41,0.06884934621944286,6.822057987492894e-06,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/ICPC24ONLINE/style.css,41,0.06884934621944286,6.822057987492894e-06,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/ICPC24ONLINE/Image_Balloons@2x.png,41,0.06884934621944286,6.822057987492894e-06,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/ICPC24ONLINE/gfg-new-logo.png,41,0.06884934621944286,6.822057987492894e-06,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/ICPC24ONLINE/cc-logo.svg,41,0.06884934621944286,6.822057987492894e-06,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/ICPC24ONLINE/newton-logo.png,41,0.06884934621944286,6.822057987492894e-06,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/ICPC24ONLINE/blackpathway.png,42,0.06884934621944286,6.822057987492894e-06,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/team/problems/{id}/text,22,0.06884934621944286,6.822057987492894e-06,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/favicon.ico,34,0.06884934621944286,6.822057987492894e-06,31,0,0,0,3,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/team/submit,36,0.06884934621944286,6.822057987492894e-06,19,0,0,17,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/team/clarifications/{id},3,0.06884934621944286,6.822057987492894e-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/team/submission/{id},23,0.06884934621944286,6.822057987492894e-06,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/webfonts/fa-regular-400.woff2,18,0.06884934621944286,6.822057987492894e-06,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/team/problems,8,0.06884934621944286,6.822057987492894e-06,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/team/submit/{id},5,0.06884934621944286,6.822057987492894e-06,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/public/problems,6,0.06884934621944286,6.822057987492894e-06,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/flags/4x3/in.svg,15,0.06884934621944286,6.822057987492894e-06,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/public/{id}/samples.zip,1,0.06884934621944286,6.822057987492894e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/team/team/{id},1,0.06884934621944286,6.822057987492894e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/jury/teams/{id},13,0.06884934621944286,6.822057987492894e-06,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/jury/submissions/{id},2,0.06884934621944286,6.822057987492894e-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/jury/submissions/{id}/source,2,0.06884934621944286,6.822057987492894e-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/logout,1,0.06884934621944286,6.822057987492894e-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/jury/clarifications/send,1,0.06884934621944286,6.822057987492894e-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11:10 - 11:15,/jury/clarifications/{id},2,0.06884934621944286,6.822057987492894e-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/public,19,0.1327439024390244,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/public/problems,1,0.1327439024390244,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/login,2,0.1327439024390244,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/,3,0.1327439024390244,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/team,8,0.1327439024390244,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/team/scoreboard,21,0.1327439024390244,0.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/ICPC24ONLINE/style.css,1,0.1327439024390244,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/ICPC24ONLINE/client,1,0.1327439024390244,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/ICPC24ONLINE/index.htm,1,0.1327439024390244,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/ICPC24ONLINE/favicon.ico,1,0.1327439024390244,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/ICPC24ONLINE/Image_Balloons@2x.png,1,0.1327439024390244,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/ICPC24ONLINE/newton-logo.png,1,0.1327439024390244,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/ICPC24ONLINE/gfg-new-logo.png,1,0.1327439024390244,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/ICPC24ONLINE/cc-logo.svg,1,0.1327439024390244,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/ICPC24ONLINE/blackpathway.png,1,0.1327439024390244,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/favicon.ico,4,0.1327439024390244,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/css/bootstrap.min.css,3,0.1327439024390244,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/style_domjudge.css,2,0.1327439024390244,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/js/domjudge.js,2,0.1327439024390244,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/js/jquery.min.js,2,0.1327439024390244,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/css/fontawesome-all.min.css,2,0.1327439024390244,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/js/bootstrap.bundle.min.js,2,0.1327439024390244,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06:45 - 06:50,/webfonts/fa-solid-900.woff2,2,0.1327439024390244,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/team,1036,0.08159353741496599,8.163265306122448e-06,1026,0,0,10,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/,49,0.08159353741496599,8.163265306122448e-06,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/jury/updates,128,0.08159353741496599,8.163265306122448e-06,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/public/change-contest/{id},14,0.08159353741496599,8.163265306122448e-06,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/favicon.ico,52,0.08159353741496599,8.163265306122448e-06,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/public/problems,16,0.08159353741496599,8.163265306122448e-06,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/team/scoreboard,269,0.08159353741496599,8.163265306122448e-06,262,0,0,3,0,0,0,0,0,0,0,4,0,0,0
15:40 - 15:45,/team/problems/{id}/text,68,0.08159353741496599,8.163265306122448e-06,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/ICPC24ONLINE/blackpathway.png,34,0.08159353741496599,8.163265306122448e-06,30,0,0,0,4,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/ICPC24ONLINE/Image_Balloons@2x.png,32,0.08159353741496599,8.163265306122448e-06,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/ICPC24ONLINE/style.css,32,0.08159353741496599,8.163265306122448e-06,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/ICPC24ONLINE/favicon.ico,32,0.08159353741496599,8.163265306122448e-06,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/public,361,0.08159353741496599,8.163265306122448e-06,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/ICPC24ONLINE/client,32,0.08159353741496599,8.163265306122448e-06,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/ICPC24ONLINE/gfg-new-logo.png,32,0.08159353741496599,8.163265306122448e-06,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/ICPC24ONLINE/cc-logo.svg,32,0.08159353741496599,8.163265306122448e-06,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/ICPC24ONLINE/newton-logo.png,32,0.08159353741496599,8.163265306122448e-06,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/ICPC24ONLINE/index.htm,43,0.08159353741496599,8.163265306122448e-06,41,0,0,0,2,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/flags/4x3/in.svg,26,0.08159353741496599,8.163265306122448e-06,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/webfonts/fa-regular-400.woff2,28,0.08159353741496599,8.163265306122448e-06,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/team/submit,51,0.08159353741496599,8.163265306122448e-06,28,0,0,23,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/team/submission/{id},11,0.08159353741496599,8.163265306122448e-06,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/public/problems/{id}/text,25,0.08159353741496599,8.163265306122448e-06,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/login,104,0.08159353741496599,8.163265306122448e-06,50,0,0,43,0,0,11,0,0,0,0,0,0,0,0
15:40 - 15:45,/team/team/{id},6,0.08159353741496599,8.163265306122448e-06,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/style_domjudge.css,46,0.08159353741496599,8.163265306122448e-06,19,0,0,0,27,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/js/domjudge.js,47,0.08159353741496599,8.163265306122448e-06,20,0,0,0,27,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/css/bootstrap.min.css,47,0.08159353741496599,8.163265306122448e-06,20,0,0,0,27,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/css/fontawesome-all.min.css,47,0.08159353741496599,8.163265306122448e-06,20,0,0,0,27,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/js/jquery.min.js,47,0.08159353741496599,8.163265306122448e-06,20,0,0,0,27,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/js/bootstrap.bundle.min.js,47,0.08159353741496599,8.163265306122448e-06,20,0,0,0,27,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/webfonts/fa-solid-900.woff2,47,0.08159353741496599,8.163265306122448e-06,19,1,0,0,27,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/style_login.css,11,0.08159353741496599,8.163265306122448e-06,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/images/DOMjudgelogo.svg,11,0.08159353741496599,8.163265306122448e-06,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/jury/submissions,3,0.08159353741496599,8.163265306122448e-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/jury/submissions/{id},2,0.08159353741496599,8.163265306122448e-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/jury/submissions/{id}/source,1,0.08159353741496599,8.163265306122448e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/team/problems,18,0.08159353741496599,8.163265306122448e-06,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/jury/submissions/{id}/edit-source,1,0.08159353741496599,8.163265306122448e-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/team/submit/{id},7,0.08159353741496599,8.163265306122448e-06,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/logout,4,0.08159353741496599,8.163265306122448e-06,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
15:40 - 15:45,/team/{id}/samples.zip,4,0.08159353741496599,8.163265306122448e-06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
